SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,Cuda_cpu,Cuda_wall,CudaSimd_cpu,CudaSimd_wall,OpenCL_cpu,OpenCL_wall
3.34163e+06,3.34247e+06,859111,859119,7.66068e+06,958194,1.48258e+06,185161,76367,76445,79487,79560,87916,87902
3.34206e+06,3.34302e+06,859718,859716,7.676e+06,960646,1.47591e+06,184774,76275,76341,79515,79545,87864,87857
3.34209e+06,3.3432e+06,860080,860082,7.67339e+06,960165,1.47453e+06,184618,76280,76365,79656,79754,87993,87977
3.34183e+06,3.34259e+06,859669,859670,7.6711e+06,959759,1.47346e+06,184399,76314,76398,79487,79572,88080,88073
3.34271e+06,3.34374e+06,859695,859697,7.67278e+06,960047,1.4782e+06,185106,76223,76312,79447,79533,88032,88002
3.34199e+06,3.34304e+06,859206,859219,7.66965e+06,959471,1.4753e+06,184688,76399,76477,79558,79649,87860,87843
3.3423e+06,3.34347e+06,859031,859036,7.71545e+06,965909,1.47413e+06,184575,76362,76460,79478,79565,87887,87860
3.34151e+06,3.34237e+06,859133,859136,7.76058e+06,970773,1.48952e+06,186761,76284,76358,79526,79617,87825,87812
3.34257e+06,3.34348e+06,859020,859017,7.76653e+06,971740,1.50341e+06,188152,76450,76548,79460,79544,87993,87976
3.34212e+06,3.34337e+06,858840,858841,8.02289e+06,1.00417e+06,1.50359e+06,188197,76315,76391,79500,79586,87865,87858
3.34268e+06,3.34349e+06,858635,858636,8.29484e+06,1.03772e+06,1.50399e+06,188122,76482,76558,79564,79648,87876,87852
3.34426e+06,3.34498e+06,858725,858728,7.61876e+06,953461,1.50405e+06,188226,76361,76449,79483,79514,88028,88014
3.34255e+06,3.34347e+06,858766,858769,7.65425e+06,958048,1.50766e+06,188172,76303,76393,79535,79641,87944,87937
3.34252e+06,3.34347e+06,858979,858985,7.66229e+06,958576,1.50336e+06,188195,76347,76424,79402,79491,87958,87942
3.34271e+06,3.3437e+06,859295,859295,7.6623e+06,958474,1.50386e+06,188222,76249,76333,79715,79787,87925,87908
3.34301e+06,3.34408e+06,858839,858837,7.67307e+06,960102,1.50362e+06,188166,76305,76392,80517,80548,88057,88032
3.34266e+06,3.34361e+06,858632,858632,7.67076e+06,959638,1.50367e+06,188199,76373,76425,79524,79561,88023,87999
3.34259e+06,3.34364e+06,858817,858822,7.66093e+06,958908,1.50348e+06,188145,76416,76501,79641,79737,87942,87937
3.3425e+06,3.34366e+06,858914,858921,7.68257e+06,960867,1.50451e+06,188236,76367,76453,79407,79480,87837,87822
3.34272e+06,3.34354e+06,859005,859010,7.67839e+06,960840,1.50304e+06,188114,76470,76570,79423,79501,87863,87849
3.34272e+06,3.34348e+06,859139,859140,7.68228e+06,961636,1.50349e+06,188148,76292,76380,79386,79472,87856,87853
3.34285e+06,3.34374e+06,858710,858723,7.7643e+06,971314,1.50338e+06,188132,76315,76380,79473,79554,87790,87775
3.34283e+06,3.34377e+06,858797,858798,7.76867e+06,972047,1.50349e+06,188145,76348,76421,79520,79604,87854,87830
3.34263e+06,3.34377e+06,858738,858740,7.77134e+06,972431,1.55527e+06,194469,76504,76593,79485,79569,87852,87835
3.34284e+06,3.34365e+06,859607,859611,8.5365e+06,1.06812e+06,1.74103e+06,218136,76592,76762,79505,79579,87874,87857
3.34286e+06,3.34377e+06,859163,859166,7.68924e+06,961852,1.72881e+06,216392,76422,76481,79535,79632,88021,88015
3.3439e+06,3.34485e+06,859297,859301,7.64952e+06,957354,1.72318e+06,216053,76403,76505,79566,79679,87956,87938
3.34286e+06,3.34396e+06,859099,859102,7.66774e+06,959309,1.72641e+06,216032,76299,76365,79546,79636,87993,87967
3.34114e+06,3.34212e+06,859454,859456,7.66991e+06,959555,1.53049e+06,191528,76330,76417,79501,79585,87877,87870
3.34339e+06,3.34446e+06,859363,859365,7.68036e+06,961147,1.44087e+06,180351,76359,76439,79483,79562,87936,87924
3.34205e+06,3.34288e+06,859158,859160,7.68602e+06,961861,1.45776e+06,182180,76243,76318,79447,79542,87870,87853
3.3414e+06,3.34234e+06,859389,859392,7.66653e+06,959515,1.45779e+06,182758,76317,76397,79546,79646,88025,88009
3.34176e+06,3.3429e+06,859129,859130,7.67063e+06,959714,1.46417e+06,183095,76427,76533,79461,79554,87907,87892
3.34185e+06,3.34292e+06,859311,859322,7.6647e+06,958781,1.47522e+06,184611,76312,76400,79510,79588,87954,87930
3.34365e+06,3.34473e+06,859142,859144,7.67886e+06,960945,1.46759e+06,183611,76321,76383,79598,79638,87997,87989
3.34334e+06,3.34437e+06,859982,860000,7.72547e+06,966364,1.47038e+06,184004,76138,76213,79650,79742,88561,88544
3.34389e+06,3.3447e+06,858981,858979,7.76662e+06,971741,1.47039e+06,183986,76368,76458,79414,79503,87934,87927
3.34394e+06,3.34463e+06,859580,859583,7.76549e+06,971581,1.46756e+06,183581,76237,76327,79504,79584,87949,87932
3.34446e+06,3.34543e+06,859238,859241,8.10984e+06,1.01512e+06,1.47154e+06,184150,76331,76408,81172,81273,87918,87901
3.34448e+06,3.34526e+06,859382,859384,8.17999e+06,1.02343e+06,1.46928e+06,183785,76486,76561,81551,81668,88123,88097
3.34431e+06,3.34526e+06,859173,859177,7.63043e+06,954871,1.4733e+06,184396,76224,76309,79531,79616,87885,87867
3.34425e+06,3.34504e+06,859109,859114,7.65127e+06,957552,1.47434e+06,184573,76373,76463,79571,79655,87939,87924
3.34288e+06,3.34353e+06,859302,859303,7.67604e+06,962296,1.47108e+06,184423,76289,76370,79550,79634,87977,87971
3.34403e+06,3.34477e+06,859035,859036,7.67e+06,959944,1.47769e+06,184463,76225,76301,79526,79609,87910,87896
3.34436e+06,3.34537e+06,859120,859118,7.66341e+06,958597,1.47274e+06,184376,76378,76454,79458,79546,87993,87966
3.34482e+06,3.34549e+06,859169,859174,7.67143e+06,959889,1.47654e+06,184781,76345,76432,79512,79590,87863,87859
3.34671e+06,3.34752e+06,859263,859266,7.66968e+06,959740,1.47231e+06,184588,76279,76369,79580,79690,87893,87875
3.34561e+06,3.34656e+06,859007,859008,7.65982e+06,958658,1.47304e+06,184360,76476,76542,79573,79650,87979,87962
3.34393e+06,3.34495e+06,859304,859306,7.68715e+06,961721,1.47321e+06,184392,76412,76495,79565,79647,87958,87941
3.34498e+06,3.34584e+06,859238,859242,7.6816e+06,961186,1.47542e+06,184706,76477,76562,79413,79513,88193,88176
3.34402e+06,3.34501e+06,859255,859257,7.77198e+06,972528,1.47775e+06,184518,76290,76363,79448,79534,88003,87988
3.34483e+06,3.34578e+06,859033,859033,7.77596e+06,973056,1.47242e+06,184177,76248,76321,79349,79425,88036,88019
3.34367e+06,3.3444e+06,859438,859442,7.76338e+06,971565,1.47667e+06,184883,76382,76463,79637,79720,88039,88027
3.34453e+06,3.34527e+06,859045,859059,8.68817e+06,1.09066e+06,1.47168e+06,184167,76365,76460,79594,79685,87911,87905
3.34439e+06,3.34515e+06,859219,859221,7.56861e+06,946784,1.47229e+06,184288,76278,76340,79485,79577,87802,87786
3.34267e+06,3.34355e+06,859199,859201,7.66049e+06,958895,1.47453e+06,184626,76368,76445,79531,79606,87970,87954
3.34336e+06,3.34428e+06,859112,859111,7.65712e+06,957679,1.47139e+06,184180,76250,76328,79504,79595,87954,87932
3.3418e+06,3.34245e+06,859176,859178,7.6662e+06,959272,1.47635e+06,184760,76274,76361,79471,79552,87898,87881
3.34184e+06,3.34284e+06,859126,859125,7.67583e+06,960475,1.47236e+06,184270,76521,76622,79493,79576,87967,87960
3.34168e+06,3.34283e+06,859247,859249,7.6669e+06,959600,1.47751e+06,184439,76341,76401,79582,79670,87955,87938
3.34203e+06,3.34304e+06,859398,859399,7.66509e+06,959545,1.4726e+06,184313,76556,76646,79465,79544,87950,87934
3.34081e+06,3.34182e+06,859393,859395,7.68122e+06,960904,1.47365e+06,184502,76326,76414,79483,79562,87842,87826
3.34448e+06,3.34564e+06,858925,858926,7.67623e+06,960580,1.47578e+06,184782,76320,76408,79572,79631,87904,87887
3.34373e+06,3.34465e+06,859330,859347,7.67685e+06,960514,1.47386e+06,184379,76447,76521,79390,79478,87881,87867
3.34303e+06,3.34405e+06,858990,858992,7.73074e+06,967233,1.47332e+06,184413,76422,76499,79515,79612,87830,87813
3.34294e+06,3.34388e+06,859341,859340,7.76748e+06,971894,1.4717e+06,184172,76362,76436,79465,79545,88007,87996
3.34464e+06,3.34532e+06,859007,859010,7.75604e+06,970929,1.46905e+06,184308,76357,76451,79393,79505,87778,87775
3.34441e+06,3.34552e+06,859248,859250,8.20448e+06,1.02636e+06,1.4812e+06,185004,76435,76511,79527,79603,88051,88024
3.3414e+06,3.34235e+06,859187,859188,8.05354e+06,1.00764e+06,1.47755e+06,185007,78199,78276,79491,79580,87960,87944
3.34135e+06,3.34216e+06,859624,859629,7.64486e+06,956625,1.48066e+06,185359,76342,76420,79456,79554,88010,88004
3.34268e+06,3.3438e+06,859458,859459,7.65903e+06,957999,1.47717e+06,184954,76220,76306,79535,79611,87941,87925
3.3414e+06,3.34222e+06,858924,858922,7.6717e+06,960222,1.47275e+06,184342,76179,76256,79583,79659,87974,87957
3.34137e+06,3.34248e+06,859373,859372,7.6721e+06,959887,1.47709e+06,184400,76169,76243,79431,79514,87953,87936
3.34184e+06,3.34304e+06,859076,859080,7.67373e+06,960154,1.47636e+06,184865,76337,76405,79483,79570,88017,87992
3.34102e+06,3.34194e+06,859266,859267,7.67302e+06,960233,1.47445e+06,184563,76282,76366,79417,79507,88011,87995
3.34234e+06,3.3434e+06,859205,859209,7.67561e+06,960361,1.47344e+06,184327,76283,76360,79666,79753,87998,87991
3.34154e+06,3.34287e+06,859148,859162,7.67723e+06,960714,1.47513e+06,184663,76388,76466,79554,79633,87911,87894
3.34197e+06,3.3428e+06,859182,859184,7.67577e+06,960402,1.4755e+06,184799,76457,76536,79527,79611,87891,87885
3.34094e+06,3.34213e+06,859332,859336,7.69278e+06,962285,1.47338e+06,184438,76287,76383,79477,79579,87973,87948
3.34308e+06,3.34388e+06,859167,859165,7.75953e+06,971204,1.47676e+06,184316,76413,76483,79392,79467,87963,87946
3.34168e+06,3.3427e+06,859308,859311,7.76264e+06,971209,1.47117e+06,184127,76383,76450,79521,79597,88016,87999
3.34171e+06,3.34259e+06,859157,859161,7.77046e+06,972285,1.49181e+06,186950,76328,76404,79660,79736,87964,87948
3.34179e+06,3.3429e+06,859373,859374,8.57358e+06,1.0727e+06,1.5046e+06,188351,76201,76280,79559,79644,88012,87995
3.34364e+06,3.34476e+06,859395,859409,7.53846e+06,943741,1.50427e+06,188273,76293,76378,79492,79593,87819,87812
3.34156e+06,3.34239e+06,859269,859272,7.61491e+06,952256,1.50808e+06,188255,76273,76351,79437,79516,87957,87931
3.34175e+06,3.34239e+06,859255,859255,7.61798e+06,953395,1.50412e+06,188236,76493,76562,79605,79683,87918,87901
3.341e+06,3.3417e+06,859154,859153,7.61697e+06,953471,1.50295e+06,188213,76375,76468,79470,79579,87846,87842
3.34158e+06,3.34262e+06,859177,859180,7.61161e+06,952468,1.50398e+06,188249,76371,76457,79453,79533,88011,87996
3.34388e+06,3.34512e+06,859004,859009,7.62031e+06,953015,1.50435e+06,188198,76238,76315,79549,79644,87956,87941
3.34276e+06,3.34368e+06,859260,859261,7.61987e+06,953608,1.50342e+06,188159,76219,76297,79548,79630,87927,87913
3.34331e+06,3.34443e+06,859038,859041,7.62678e+06,954145,1.50367e+06,188173,76395,76477,79692,79766,87991,87968
3.34296e+06,3.34376e+06,859259,859260,7.62059e+06,953789,1.50283e+06,188054,76291,76376,79570,79656,87847,87842
3.34254e+06,3.34344e+06,859303,859311,7.63602e+06,955700,1.50352e+06,188152,76363,76438,79667,79748,87971,87954
3.34356e+06,3.34472e+06,860230,860228,7.68423e+06,961687,1.50324e+06,188187,76130,76198,79566,79653,88005,87989
3.34771e+06,3.34882e+06,859112,859119,7.71682e+06,965107,1.50322e+06,188127,76226,76301,79567,79651,87848,87842
3.37394e+06,3.38416e+06,859316,859321,7.71188e+06,965078,1.50397e+06,188219,76258,76346,79643,79720,88016,87992
3.36766e+06,3.37453e+06,859421,859422,8.16406e+06,1.02179e+06,1.50347e+06,188157,76453,76529,79450,79542,88012,87997
3.40557e+06,3.41242e+06,859078,859082,8.0012e+06,1.00074e+06,1.50212e+06,188182,76364,76440,79622,79720,87902,87886
3.35365e+06,3.35939e+06,859429,859434,7.58793e+06,949516,1.58344e+06,197910,76390,76478,79542,79630,88123,88110
3.35153e+06,3.3567e+06,859020,859024,7.60897e+06,952055,1.74005e+06,218015,76362,76439,79460,79531,87941,87934
3.34241e+06,3.34353e+06,859296,859299,7.61245e+06,952473,1.72799e+06,216376,76392,76475,79521,79604,88055,88041
3.3439e+06,3.34509e+06,859127,859128,7.61159e+06,952429,1.72727e+06,216152,76260,76333,79546,79625,88159,88132
3.34116e+06,3.34236e+06,859387,859390,7.62592e+06,953837,1.72695e+06,216100,76233,76307,79514,79603,87942,87937
3.34263e+06,3.34384e+06,858950,858952,7.62394e+06,954527,1.49787e+06,187400,76344,76418,79470,79555,88017,87999
3.34216e+06,3.34341e+06,859342,859346,7.65629e+06,960037,1.43806e+06,179951,76356,76442,79520,79605,87913,87897
3.34226e+06,3.34352e+06,859900,859919,7.61791e+06,952930,1.44939e+06,181477,76357,76432,80356,80442,87883,87867
3.35047e+06,3.3563e+06,859329,859333,7.62159e+06,953858,1.45836e+06,182913,76344,76426,79491,79595,88010,87994
3.34651e+06,3.34997e+06,859656,859659,7.63348e+06,955087,1.46344e+06,182990,76250,76323,79468,79543,88059,88034
3.3424e+06,3.34362e+06,859331,859331,7.71536e+06,965445,1.47116e+06,184139,76279,76369,79517,79606,87840,87834
3.34188e+06,3.34271e+06,859215,859216,7.71226e+06,965105,1.46615e+06,183431,76241,76315,79448,79526,87922,87914
3.34136e+06,3.34265e+06,859219,859221,7.71748e+06,965177,1.47346e+06,184326,76337,76414,79675,79754,87914,87907
3.34197e+06,3.34282e+06,859353,859362,8.59236e+06,1.07532e+06,1.4698e+06,183899,76377,76453,79501,79585,87968,87956
3.34233e+06,3.34344e+06,859820,859837,7.514e+06,940228,1.46791e+06,183634,76278,76350,79585,79656,87958,87943
3.34204e+06,3.34265e+06,859331,859336,7.61141e+06,952678,1.47235e+06,184266,76336,76410,79536,79620,87955,87935
3.34138e+06,3.3414e+06,858974,858978,7.60922e+06,951998,1.47149e+06,184195,76375,76450,79469,79543,88092,88075
3.3425e+06,3.34251e+06,859351,859355,7.65951e+06,962605,1.47112e+06,184108,76358,76438,79432,79526,87991,87974
3.34612e+06,3.34613e+06,859257,859260,7.61776e+06,953224,1.47079e+06,183945,76419,76517,79436,79528,89341,89334
3.34581e+06,3.34583e+06,859323,859338,7.61582e+06,953138,1.47067e+06,184025,76261,76336,79497,79583,87890,87873
3.34503e+06,3.34508e+06,859370,859369,7.61766e+06,953210,1.47324e+06,184418,76404,76479,79552,79630,88035,88009
3.34463e+06,3.34465e+06,859499,859521,7.61822e+06,952805,1.47208e+06,184276,76272,76344,79543,79619,87834,87826
3.34355e+06,3.34356e+06,859183,859202,7.62572e+06,954590,1.47178e+06,184193,76518,76608,79446,79525,87989,87973
3.34658e+06,3.34659e+06,859348,859360,7.63011e+06,954536,1.47331e+06,184426,76232,76316,79527,79601,87901,87884
3.34651e+06,3.34654e+06,859323,859336,7.68983e+06,962419,1.4748e+06,184523,76264,76341,79555,79645,87933,87917
3.3444e+06,3.34444e+06,859295,859299,7.72687e+06,966737,1.47713e+06,184376,76284,76364,79491,79571,88042,88025
3.34496e+06,3.34497e+06,859172,859183,7.7224e+06,966247,1.46992e+06,183932,76459,76546,79612,79693,88098,88083
3.343e+06,3.343e+06,858953,858959,8.09767e+06,1.01352e+06,1.47668e+06,184938,76466,76526,79517,79584,87956,87938
